ID,County,Year,Population,Change,Births,Deaths,Net Migration,Natural Increase,Datatype 
0471994,47,1994,3499,127,37,14,104,23,Estimate
0491994,49,1994,9348,418,91,40,367,51,Estimate
0511994,51,1994,11667,361,124,43,280,81,Estimate
0531994,53,1994,614,79,5,0,74,5,Estimate
0551994,55,1994,6914,471,67,70,474,-3,Estimate
0571994,57,1994,1646,18,22,16,12,6,Estimate
0591994,59,1994,483432,7226,6472,2670,3424,3802,Estimate
0611994,61,1994,1698,-2,16,24,6,-8,Estimate
0631994,63,1994,7340,78,96,80,62,16,Estimate
0651994,65,1994,6378,113,78,25,60,53,Estimate
0671994,67,1994,36904,1309,419,235,1125,184,Estimate
0691994,69,1994,214930,8081,2793,1144,6432,1649,Estimate
0711994,71,1994,14753,538,176,173,535,3,Estimate
0731994,73,1994,5936,54,59,52,47,7,Estimate
0751994,75,1994,18831,866,238,136,764,102,Estimate
0771994,77,1994,102757,2856,1292,962,2526,330,Estimate
0791994,79,1994,648,45,8,8,45,0,Estimate
0811994,81,1994,11997,200,135,53,118,82,Estimate
0831994,83,1994,21390,745,302,186,629,116,Estimate
0851994,85,1994,28505,1221,390,250,1081,140,Estimate
0871994,87,1994,25078,840,448,239,631,209,Estimate
0891994,89,1994,20489,54,299,248,3,51,Estimate
0911994,91,1994,2904,252,27,11,236,16,Estimate
0931994,93,1994,9526,951,105,37,883,68,Estimate
0951994,95,1994,4403,30,48,76,58,-28,Estimate
0971994,97,1994,14539,479,167,38,350,129,Estimate
0991994,99,1994,13693,273,228,105,150,123,Estimate
1011994,101,1994,128721,2365,1746,1236,1855,510,Estimate
1031994,103,1994,6318,57,65,39,31,26,Estimate
1051994,105,1994,11466,256,157,109,208,48,Estimate
1071994,107,1994,16619,694,184,59,569,125,Estimate
1091994,109,1994,4943,112,79,31,64,48,Estimate
1111994,111,1994,558,17,7,5,15,2,Estimate
1131994,113,1994,5308,439,48,8,399,40,Estimate
1151994,115,1994,2660,10,31,47,26,-16,Estimate
1171994,117,1994,17107,1918,211,20,1727,191,Estimate
1191994,119,1994,15786,1052,185,73,940,112,Estimate
1211994,121,1994,5220,81,60,52,73,8,Estimate
1231994,123,1994,151375,5596,2326,945,4215,1381,Estimate
1251994,125,1994,9278,106,98,83,91,15,Estimate
0011995,1,1995,312587,11794,5063,1781,8512,3282,Estimate
0031995,3,1995,14103,277,230,126,173,104,Estimate
0051995,5,1995,442542,6129,6231,2289,2187,3942,Estimate
0071995,7,1995,7110,572,61,36,547,25,Estimate
0091995,9,1995,4432,45,44,56,57,-12,Estimate
0111995,11,1995,5555,154,78,74,150,4,Estimate
0131995,13,1995,257502,4776,3050,1281,3007,1769,Estimate
0151995,15,1995,14659,555,115,121,561,-6,Estimate
0171995,17,1995,2270,-27,29,17,-39,12,Estimate
0191995,19,1995,8686,226,117,54,163,63,Estimate
0211995,21,1995,7877,131,116,76,91,40,Estimate
0231995,23,1995,3521,142,58,36,120,22,Estimate
0251995,25,1995,4220,7,51,37,-7,14,Estimate
0271995,27,1995,2621,207,34,12,185,22,Estimate
0291995,29,1995,25193,850,306,292,836,14,Estimate
0311995,31,1995,507720,3468,8062,4886,292,3176,Estimate
0331995,33,1995,1557,57,18,21,60,-3,Estimate
0351995,35,1995,103836,11306,1719,239,9826,1480,Estimate
0371995,37,1995,30882,1856,436,62,1482,374,Estimate
0391995,39,1995,14325,1479,179,53,1353,126,Estimate
0411995,41,1995,469692,13186,7763,2432,7855,5331,Estimate
0431995,43,1995,40520,1809,418,479,1870,-61,Estimate
0451995,45,1995,36417,1921,498,229,1652,269,Estimate
0471995,47,1995,3670,171,45,16,142,29,Estimate
0491995,49,1995,9952,604,117,33,520,84,Estimate
0511995,51,1995,11982,315,91,59,283,32,Estimate
0531995,53,1995,657,43,3,4,44,-1,Estimate
0551995,55,1995,7159,245,62,88,271,-26,Estimate
0571995,57,1995,1613,-33,13,10,-36,3,Estimate
0591995,59,1995,491314,7882,6352,2712,4242,3640,Estimate
0611995,61,1995,1638,-60,20,10,-70,10,Estimate
0631995,63,1995,7413,73,75,68,66,7,Estimate
0651995,65,1995,7148,770,100,38,708,62,Estimate
0671995,67,1995,38760,1856,481,224,1599,257,Estimate
0691995,69,1995,221626,6696,2779,1262,5179,1517,Estimate
0711995,71,1995,14907,154,169,210,195,-41,Estimate
0731995,73,1995,5984,48,54,60,54,-6,Estimate
0751995,75,1995,19372,541,244,177,474,67,Estimate
0771995,77,1995,105412,2655,1304,920,2271,384,Estimate
0791995,79,1995,669,21,7,4,18,3,Estimate
0811995,81,1995,12189,192,131,100,161,31,Estimate
0831995,83,1995,22159,769,316,175,628,141,Estimate
0851995,85,1995,29669,1164,423,264,1005,159,Estimate
0871995,87,1995,25367,289,421,241,109,180,Estimate
0891995,89,1995,20698,209,300,260,169,40,Estimate
0911995,91,1995,3080,176,30,19,165,11,Estimate
0931995,93,1995,10575,1049,146,38,941,108,Estimate
0951995,95,1995,4477,74,52,37,59,15,Estimate
0971995,97,1995,14652,113,141,32,4,109,Estimate
0991995,99,1995,13822,129,214,105,20,109,Estimate
1011995,101,1995,130831,2110,1730,1337,1717,393,Estimate
1031995,103,1995,6400,82,72,40,50,32,Estimate
1051995,105,1995,11695,229,154,115,190,39,Estimate
1071995,107,1995,17257,638,169,66,535,103,Estimate
1091995,109,1995,5273,330,62,39,307,23,Estimate
1111995,111,1995,581,23,10,6,19,4,Estimate
1131995,113,1995,5489,181,63,11,129,52,Estimate
1151995,115,1995,2652,-8,34,42,0,-8,Estimate
1171995,117,1995,18274,1167,200,20,987,180,Estimate
1191995,119,1995,16979,1193,214,78,1057,136,Estimate
1211995,121,1995,5236,16,70,55,1,15,Estimate
1231995,123,1995,157174,5799,2224,926,4501,1298,Estimate
1251995,125,1995,9446,168,95,105,178,-10,Estimate
0011996,1,1996,323039,10452,5251,1844,7045,3407,Estimate
0031996,3,1996,14319,216,236,119,99,117,Estimate
0051996,5,1996,451067,8525,6343,2281,4463,4062,Estimate
0071996,7,1996,7929,819,77,36,778,41,Estimate
0091996,9,1996,4524,92,58,58,92,0,Estimate
0111996,11,1996,5625,70,70,73,73,-3,Estimate
0131996,13,1996,261769,4267,3199,1242,2310,1957,Estimate
0151996,15,1996,15124,465,111,139,493,-28,Estimate
0171996,17,1996,2284,14,33,21,2,12,Estimate
0191996,19,1996,8722,36,122,50,-36,72,Estimate
0211996,21,1996,8021,144,132,70,82,62,Estimate
0231996,23,1996,3586,65,42,39,62,3,Estimate
0251996,25,1996,4262,42,48,49,43,-1,Estimate
0271996,27,1996,2850,229,35,24,218,11,Estimate
0291996,29,1996,25718,525,300,319,544,-19,Estimate
0311996,31,1996,518260,10540,8349,4731,6922,3618,Estimate
0331996,33,1996,1645,88,23,14,79,9,Estimate
0351996,35,1996,114713,10877,1981,251,9147,1730,Estimate
0371996,37,1996,32928,2046,492,75,1629,417,Estimate
0391996,39,1996,15812,1487,182,60,1365,122,Estimate
0411996,41,1996,476988,7296,7611,2558,2243,5053,Estimate
0431996,43,1996,41831,1311,448,514,1377,-66,Estimate
0451996,45,1996,37678,1261,561,230,930,331,Estimate
0471996,47,1996,3789,119,48,13,84,35,Estimate
0491996,49,1996,10512,560,111,44,493,67,Estimate
0511996,51,1996,12241,259,129,49,179,80,Estimate
0531996,53,1996,710,53,7,3,49,4,Estimate
0551996,55,1996,7395,236,50,89,275,-39,Estimate
0571996,57,1996,1593,-20,12,11,-21,1,Estimate
0591996,59,1996,498048,6734,6229,2796,3301,3433,Estimate
0611996,61,1996,1662,24,14,19,29,-5,Estimate
0631996,63,1996,7479,66,83,73,56,10,Estimate
0651996,65,1996,7554,406,128,41,319,87,Estimate
0671996,67,1996,39700,940,406,250,784,156,Estimate
0691996,69,1996,227251,5625,2821,1246,4050,1575,Estimate
0711996,71,1996,14974,67,156,179,90,-23,Estimate
0731996,73,1996,6113,129,61,67,135,-6,Estimate
0751996,75,1996,19664,292,244,174,222,70,Estimate
0771996,77,1996,107536,2124,1342,1000,1782,342,Estimate
0791996,79,1996,735,66,8,7,65,1,Estimate
0811996,81,1996,12285,96,141,66,21,75,Estimate
0831996,83,1996,22645,486,341,205,350,136,Estimate
0851996,85,1996,30482,813,434,278,657,156,Estimate
0871996,87,1996,26048,681,451,214,444,237,Estimate
0891996,89,1996,20738,40,271,252,21,19,Estimate
0911996,91,1996,3256,176,25,17,168,8,Estimate
0931996,93,1996,11382,807,135,42,714,93,Estimate
0951996,95,1996,4502,25,70,52,7,18,Estimate
0971996,97,1996,14548,-104,144,37,-211,107,Estimate
0991996,99,1996,14009,187,209,135,113,74,Estimate
1011996,101,1996,132502,1671,1734,1260,1197,474,Estimate
1031996,103,1996,6342,-58,66,44,-80,22,Estimate
1051996,105,1996,11822,127,159,104,72,55,Estimate
1071996,107,1996,17719,462,177,56,341,121,Estimate
1091996,109,1996,5426,153,85,31,99,54,Estimate
1111996,111,1996,591,10,6,4,8,2,Estimate
1131996,113,1996,5798,309,64,15,260,49,Estimate
1151996,115,1996,2681,29,29,43,43,-14,Estimate
1171996,117,1996,19396,1122,194,36,964,158,Estimate
1191996,119,1996,18134,1155,220,93,1028,127,Estimate
1211996,121,1996,5224,-12,49,58,-3,-9,Estimate
1231996,123,1996,161805,4631,2309,1067,3389,1242,Estimate
1251996,125,1996,9521,75,108,106,73,2,Estimate
0011997,1,1997,332750,9711,5480,1872,6103,3608,Estimate
0031997,3,1997,14478,159,235,124,48,111,Estimate
0051997,5,1997,459061,7994,6166,2475,4303,3691,Estimate
0071997,7,1997,8528,599,99,48,548,51,Estimate
0091997,9,1997,4560,36,49,58,45,-9,Estimate
0111997,11,1997,5643,18,56,70,32,-14,Estimate
0131997,13,1997,266064,4295,3182,1352,2465,1830,Estimate
0151997,15,1997,15409,285,132,162,315,-30,Estimate
0171997,17,1997,2297,13,19,26,20,-7,Estimate
0191997,19,1997,8880,158,103,36,91,67,Estimate
0211997,21,1997,8104,83,128,66,21,62,Estimate
0231997,23,1997,3641,55,47,46,54,1,Estimate
0251997,25,1997,4299,37,44,37,30,7,Estimate
0271997,27,1997,3060,210,30,13,193,17,Estimate
0291997,29,1997,26001,283,298,311,296,-13,Estimate
0311997,31,1997,527442,9182,8594,4684,5272,3910,Estimate
0331997,33,1997,1674,29,24,16,21,8,Estimate
0351997,35,1997,129329,14616,2281,329,12664,1952,Estimate
0371997,37,1997,35206,2278,599,62,1741,537,Estimate
0391997,39,1997,16987,1175,192,75,1058,117,Estimate
0411997,41,1997,486808,9820,7744,2694,4770,5050,Estimate
0431997,43,1997,42854,1023,444,448,1027,-4,Estimate
0451997,45,1997,38887,1209,603,250,856,353,Estimate
0471997,47,1997,4035,246,41,14,219,27,Estimate
0491997,49,1997,10960,448,124,42,366,82,Estimate
0511997,51,1997,12396,155,118,61,98,57,Estimate
0531997,53,1997,739,29,4,4,29,0,Estimate
0551997,55,1997,7667,272,65,84,291,-19,Estimate
0571997,57,1997,1599,6,16,11,1,5,Estimate
0591997,59,1997,504230,6182,6372,2965,2775,3407,Estimate
0611997,61,1997,1660,-2,17,25,6,-8,Estimate
0631997,63,1997,7601,122,67,66,121,1,Estimate
0651997,65,1997,7870,316,96,33,253,63,Estimate
0671997,67,1997,40319,619,469,253,403,216,Estimate
0691997,69,1997,232800,5549,2784,1302,4067,1482,Estimate
0711997,71,1997,15048,74,146,181,109,-35,Estimate
0731997,73,1997,6092,-21,56,60,-17,-4,Estimate
0751997,75,1997,20006,342,236,195,301,41,Estimate
0771997,77,1997,109762,2226,1363,1022,1885,341,Estimate
0791997,79,1997,745,10,6,4,8,2,Estimate
0811997,81,1997,12573,288,158,90,220,68,Estimate
0831997,83,1997,22974,329,296,192,225,104,Estimate
0851997,85,1997,31251,769,481,293,581,188,Estimate
0871997,87,1997,26650,602,512,231,321,281,Estimate
0891997,89,1997,20763,25,292,260,-7,32,Estimate
0911997,91,1997,3324,68,31,17,54,14,Estimate
0931997,93,1997,12364,982,130,40,892,90,Estimate
0951997,95,1997,4575,73,51,55,77,-4,Estimate
0971997,97,1997,14796,248,150,39,137,111,Estimate
0991997,99,1997,14118,109,220,104,-7,116,Estimate
1011997,101,1997,134794,2292,1739,1359,1912,380,Estimate
1031997,103,1997,6320,-22,59,48,-33,11,Estimate
1051997,105,1997,11968,146,158,131,119,27,Estimate
1071997,107,1997,18119,400,179,70,291,109,Estimate
1091997,109,1997,5492,66,80,37,23,43,Estimate
1111997,111,1997,572,-19,5,7,-17,-2,Estimate
1131997,113,1997,5952,154,53,14,115,39,Estimate
1151997,115,1997,2730,49,29,38,58,-9,Estimate
1171997,117,1997,20352,956,241,39,754,202,Estimate
1191997,119,1997,19069,935,236,65,764,171,Estimate
1211997,121,1997,5214,-10,61,52,-19,9,Estimate
1231997,123,1997,166839,5034,2487,1005,3552,1482,Estimate
1251997,125,1997,9655,134,128,114,120,14,Estimate
0011998,1,1998,344025,11275,5846,2053,7482,3793,Estimate
0031998,3,1998,14621,143,242,100,1,142,Estimate
0051998,5,1998,472406,13345,6504,2534,9375,3970,Estimate
0071998,7,1998,9133,605,84,41,562,43,Estimate
0091998,9,1998,4531,-29,53,69,-13,-16,Estimate
0111998,11,1998,6001,358,72,74,360,-2,Estimate
0131998,13,1998,274121,8057,3377,1343,6023,2034,Estimate
0151998,15,1998,15528,119,143,144,120,-1,Estimate
0171998,17,1998,2340,43,30,26,39,4,Estimate
0191998,19,1998,9005,125,101,36,60,65,Estimate
0211998,21,1998,8186,82,134,84,32,50,Estimate
0231998,23,1998,3708,67,40,37,64,3,Estimate
0251998,25,1998,4283,-16,52,51,-17,1,Estimate
0271998,27,1998,3174,114,35,14,93,21,Estimate
0291998,29,1998,26827,826,309,296,813,13,Estimate
0311998,31,1998,533409,5967,8608,4648,2007,3960,Estimate
0331998,33,1998,1764,90,13,9,86,4,Estimate
0351998,35,1998,144352,15023,2525,350,12848,2175,Estimate
0371998,37,1998,37611,2405,630,60,1835,570,Estimate
0391998,39,1998,18030,1043,217,69,895,148,Estimate
0411998,41,1998,498018,11210,7738,2729,6201,5009,Estimate
0431998,43,1998,43817,963,406,470,1027,-64,Estimate
0451998,45,1998,41225,2338,580,237,1995,343,Estimate
0471998,47,1998,4241,206,48,13,171,35,Estimate
0491998,49,1998,11411,451,134,42,359,92,Estimate
0511998,51,1998,13444,1048,134,33,947,101,Estimate
0531998,53,1998,775,36,6,0,30,6,Estimate
0551998,55,1998,7780,113,64,102,151,-38,Estimate
0571998,57,1998,1591,-8,16,16,-8,0,Estimate
0591998,59,1998,512482,8252,6358,3076,4970,3282,Estimate
0611998,61,1998,1655,-5,19,18,-6,1,Estimate
0631998,63,1998,7756,155,75,77,157,-2,Estimate
0651998,65,1998,7827,-43,118,33,-128,85,Estimate
0671998,67,1998,41170,851,420,232,663,188,Estimate
0691998,69,1998,239080,6280,2843,1332,4769,1511,Estimate
0711998,71,1998,15050,2,163,151,-10,12,Estimate
0731998,73,1998,6106,14,61,55,8,6,Estimate
0751998,75,1998,20001,-5,258,178,-85,80,Estimate
0771998,77,1998,112335,2573,1404,1078,2247,326,Estimate
0791998,79,1998,778,33,3,6,36,-3,Estimate
0811998,81,1998,12810,237,168,71,140,97,Estimate
0831998,83,1998,23114,140,295,204,49,91,Estimate
0851998,85,1998,31833,582,421,327,488,94,Estimate
0871998,87,1998,26666,16,465,238,-211,227,Estimate
0891998,89,1998,20507,-256,258,235,-279,23,Estimate
0911998,91,1998,3457,133,35,17,115,18,Estimate
0931998,93,1998,13061,697,147,51,601,96,Estimate
0951998,95,1998,4565,-10,61,64,-7,-3,Estimate
0971998,97,1998,14777,-19,136,30,-125,106,Estimate
0991998,99,1998,14223,105,208,136,33,72,Estimate
1011998,101,1998,137381,2587,1869,1352,2070,517,Estimate
1031998,103,1998,6230,-90,62,45,-107,17,Estimate
1051998,105,1998,12117,149,167,108,90,59,Estimate
1071998,107,1998,18605,486,179,57,364,122,Estimate
1091998,109,1998,5564,72,86,46,32,40,Estimate
1111998,111,1998,552,-20,5,3,-22,2,Estimate
1131998,113,1998,6452,500,74,10,436,64,Estimate
1151998,115,1998,2679,-51,35,47,-39,-12,Estimate
1171998,117,1998,21285,933,216,30,747,186,Estimate
1191998,119,1998,19671,602,203,82,481,121,Estimate
1211998,121,1998,5155,-59,45,59,-45,-14,Estimate
1231998,123,1998,172393,5554,2599,1062,4017,1537,Estimate
1251998,125,1998,9806,151,139,103,115,36,Estimate
0011999,1,1999,355309,11284,6155,2081,7210,4074,Estimate
0031999,3,1999,14825,204,203,114,115,89,Estimate
0051999,5,1999,481307,8901,6905,2641,4637,4264,Estimate
0071999,7,1999,9570,437,106,56,387,50,Estimate
0091999,9,1999,4522,-9,42,63,12,-21,Estimate
0111999,11,1999,6001,0,82,62,-20,20,Estimate
0131999,13,1999,283928,9807,3513,1369,7663,2144,Estimate
0151999,15,1999,15935,407,138,126,395,12,Estimate
0171999,17,1999,2276,-64,32,23,-73,9,Estimate
0191999,19,1999,9186,181,116,42,107,74,Estimate
0211999,21,1999,8313,127,121,72,78,49,Estimate
0231999,23,1999,3680,-28,50,36,-42,14,Estimate
0251999,25,1999,5002,719,48,38,709,10,Estimate
0271999,27,1999,3357,183,34,21,170,13,Estimate
0291999,29,1999,27408,581,299,317,599,-18,Estimate
0311999,31,1999,545515,12106,9183,4483,7406,4700,Estimate
0331999,33,1999,1810,46,16,22,52,-6,Estimate
0351999,35,1999,162324,17972,2897,399,15474,2498,Estimate
0371999,37,1999,39910,2299,645,49,1703,596,Estimate
0391999,39,1999,19086,1056,216,63,903,153,Estimate
0411999,41,1999,508809,10791,8041,2819,5569,5222,Estimate
0431999,43,1999,45135,1318,445,476,1349,-31,Estimate
0451999,45,1999,42694,1469,676,256,1049,420,Estimate
0471999,47,1999,4538,297,46,16,267,30,Estimate
0491999,49,1999,11996,585,136,55,504,81,Estimate
0511999,51,1999,13736,292,130,48,210,82,Estimate
0531999,53,1999,787,12,8,4,8,4,Estimate
0551999,55,1999,7830,50,70,97,77,-27,Estimate
0571999,57,1999,1580,-11,18,11,-18,7,Estimate
0591999,59,1999,520811,8329,6301,3030,5058,3271,Estimate
0611999,61,1999,1626,-29,14,13,-30,1,Estimate
0631999,63,1999,7901,145,101,71,115,30,Estimate
0651999,65,1999,7819,-8,127,46,-89,81,Estimate
0671999,67,1999,42757,1587,425,249,1411,176,Estimate
0691999,69,1999,246158,7078,2993,1432,5517,1561,Estimate
0711999,71,1999,15138,88,161,183,110,-22,Estimate
0731999,73,1999,6088,-18,52,65,-5,-13,Estimate
0751999,75,1999,20294,293,256,183,220,73,Estimate
0771999,77,1999,114570,2235,1428,1012,1819,416,Estimate
0791999,79,1999,807,29,3,3,29,0,Estimate
0811999,81,1999,13026,216,166,73,123,93,Estimate
0831999,83,1999,23518,404,315,227,316,88,Estimate
0851999,85,1999,32750,917,438,302,781,136,Estimate
0871999,87,1999,26954,288,540,225,-27,315,Estimate
0891999,89,1999,20408,-99,288,214,-173,74,Estimate
0911999,91,1999,3627,170,38,24,156,14,Estimate
0931999,93,1999,13904,843,178,43,708,135,Estimate
0951999,95,1999,4519,-46,58,46,-58,12,Estimate
0971999,97,1999,14827,50,145,29,-66,116,Estimate
0991999,99,1999,14372,149,212,124,61,88,Estimate
1011999,101,1999,139718,2337,1933,1374,1778,559,Estimate
1031999,103,1999,6093,-137,78,56,-159,22,Estimate
1051999,105,1999,12288,171,166,109,114,57,Estimate
1071999,107,1999,19232,627,202,70,495,132,Estimate
1091999,109,1999,5772,208,84,43,167,41,Estimate
1111999,111,1999,552,0,8,5,-3,3,Estimate
1131999,113,1999,6531,79,56,10,33,46,Estimate
1151999,115,1999,2718,39,35,35,39,0,Estimate
1171999,117,1999,22568,1283,281,46,1048,235,Estimate
1191999,119,1999,20184,513,218,73,368,145,Estimate
1211999,121,1999,5022,-133,65,62,-136,3,Estimate
1231999,123,1999,177267,4874,2841,1096,3129,1745,Estimate
1251999,125,1999,9818,12,141,99,-30,42,Estimate
0012000,1,2000,351734,-3573,6869,2115,-8327,4754,Estimate
0032000,3,2000,15097,274,231,106,149,125,Estimate
0052000,5,2000,490722,9415,7111,2711,5015,4400,Estimate
0072000,7,2000,10042,473,104,56,425,48,Estimate
0092000,9,2000,4500,-23,55,74,-4,-19,Estimate
0112000,11,2000,5966,-34,66,65,-35,1,Estimate
0132000,13,2000,276254,-7673,3719,1388,-10004,2331,Estimate
0142000,14,2000,38545,38544,0,0,38544,0,Estimate
0152000,15,2000,16312,377,137,134,374,3,Estimate
0172000,17,2000,2214,-60,23,15,-68,8,Estimate
0192000,19,2000,9360,175,110,39,104,71,Estimate
0212000,21,2000,8407,95,142,85,38,57,Estimate
0232000,23,2000,3673,-6,40,37,-9,3,Estimate
0252000,25,2000,5128,128,45,34,117,11,Estimate
0272000,27,2000,3518,163,35,21,149,14,Estimate
0292000,29,2000,27910,501,296,330,535,-34,Estimate
0312000,31,2000,556740,11223,9544,4390,6069,5154,Estimate
0332000,33,2000,1847,39,21,18,36,3,Estimate
0352000,35,2000,180511,18186,3281,438,15343,2843,Estimate
0372000,37,2000,43288,3379,774,80,2685,694,Estimate
0392000,39,2000,20102,1018,208,91,901,117,Estimate
0412000,41,2000,519803,10993,8276,2914,5631,5362,Estimate
0432000,43,2000,46369,1235,473,462,1224,11,Estimate
0452000,45,2000,44239,1546,733,242,1055,491,Estimate
0472000,47,2000,4807,271,72,17,216,55,Estimate
0492000,49,2000,12852,857,150,59,766,91,Estimate
0512000,51,2000,13988,253,155,53,151,102,Estimate
0532000,53,2000,792,5,12,1,-6,11,Estimate
0552000,55,2000,7826,-3,71,92,18,-21,Estimate
0572000,57,2000,1574,-4,12,7,-9,5,Estimate
0592000,59,2000,526716,5907,6701,3159,2365,3542,Estimate
0612000,61,2000,1612,-12,16,14,-14,2,Estimate
0632000,63,2000,7975,74,100,85,59,15,Estimate
0652000,65,2000,7939,121,145,38,14,107,Estimate
0672000,67,2000,44578,1821,437,241,1625,196,Estimate
0692000,69,2000,253087,6930,3228,1431,5133,1797,Estimate
0712000,71,2000,15286,148,193,162,117,31,Estimate
0732000,73,2000,6164,75,54,50,71,4,Estimate
0752000,75,2000,20656,361,246,194,309,52,Estimate
0772000,77,2000,117649,3081,1485,1109,2705,376,Estimate
0792000,79,2000,836,30,5,9,34,-4,Estimate
0812000,81,2000,13182,156,180,97,73,83,Estimate
0832000,83,2000,23852,334,309,234,259,75,Estimate
0852000,85,2000,33579,827,435,296,688,139,Estimate
0872000,87,2000,27250,297,465,232,64,233,Estimate
0892000,89,2000,20244,-164,281,228,-217,53,Estimate
0912000,91,2000,3776,149,26,20,143,6,Estimate
0932000,93,2000,14728,825,149,65,741,84,Estimate
0952000,95,2000,4451,-68,64,50,-82,14,Estimate
0972000,97,2000,15763,937,176,43,804,133,Estimate
0992000,99,2000,14452,81,240,136,-23,104,Estimate
1012000,101,2000,141854,2136,1927,1380,1589,547,Estimate
1032000,103,2000,5967,-124,65,47,-142,18,Estimate
1052000,105,2000,12429,141,189,113,65,76,Estimate
1072000,107,2000,20122,891,226,51,716,175,Estimate
1092000,109,2000,5982,211,85,51,177,34,Estimate
1112000,111,2000,574,22,3,3,22,0,Estimate
1132000,113,2000,6614,84,67,13,30,54,Estimate
1152000,115,2000,2742,26,30,42,38,-12,Estimate
1172000,117,2000,25708,3141,275,38,2904,237,Estimate
1192000,119,2000,21067,884,214,96,766,118,Estimate
1212000,121,2000,4942,-80,46,53,-73,-7,Estimate
1232000,123,2000,183074,5809,2998,1053,3864,1945,Estimate
1252000,125,2000,9815,-3,92,91,-4,1,Estimate
0012001,1,2001,359437,7703,6918,2223,3008,4695,Estimate
0032001,3,2001,15231,134,249,113,-2,136,Estimate
0052001,5,2001,501671,10949,7526,2909,6332,4617,Estimate
0072001,7,2001,10465,423,112,60,371,52,Estimate
0092001,9,2001,4447,-53,41,67,-27,-26,Estimate
0112001,11,2001,5882,-84,69,64,-89,5,Estimate
0132001,13,2001,283510,7256,3402,1444,5298,1958,Estimate
0142001,14,2001,41387,2842,645,0,2197,645,Estimate
0152001,15,2001,16410,98,157,146,87,11,Estimate
0172001,17,2001,2173,-41,17,15,-43,2,Estimate
0192001,19,2001,9464,104,118,38,24,80,Estimate
0212001,21,2001,8365,-42,133,72,-103,61,Estimate
0232001,23,2001,3741,68,47,38,59,9,Estimate
0252001,25,2001,5253,125,41,39,123,2,Estimate
0272001,27,2001,3730,212,30,15,197,15,Estimate
0292001,29,2001,28387,477,316,314,475,2,Estimate
0312001,31,2001,563300,6560,10297,4310,573,5987,Estimate
0332001,33,2001,1865,18,22,19,15,3,Estimate
0352001,35,2001,199038,18527,3648,490,15369,3158,Estimate
0372001,37,2001,44440,1152,785,64,431,721,Estimate
0392001,39,2001,21294,1192,256,83,1019,173,Estimate
0412001,41,2001,536336,16533,8338,2999,11194,5339,Estimate
0432001,43,2001,46733,364,446,479,397,-33,Estimate
0452001,45,2001,45907,1668,796,269,1141,527,Estimate
0472001,47,2001,4829,22,57,15,-20,42,Estimate
0492001,49,2001,13283,431,153,62,340,91,Estimate
0512001,51,2001,14345,357,186,66,237,120,Estimate
0532001,53,2001,804,12,6,4,10,2,Estimate
0552001,55,2001,7905,79,74,89,94,-15,Estimate
0572001,57,2001,1590,16,17,18,17,-1,Estimate
0592001,59,2001,528067,1351,6532,3133,-2048,3399,Estimate
0612001,61,2001,1606,-6,16,25,3,-9,Estimate
0632001,63,2001,8073,98,107,69,60,38,Estimate
0652001,65,2001,7821,-118,136,45,-209,91,Estimate
0672001,67,2001,45645,1067,475,218,810,257,Estimate
0692001,69,2001,260911,7824,3311,1523,6036,1788,Estimate
0712001,71,2001,15310,24,165,209,68,-44,Estimate
0732001,73,2001,6076,-88,52,61,-79,-9,Estimate
0752001,75,2001,22354,1698,270,206,1634,64,Estimate
0772001,77,2001,119864,2215,1507,1184,1892,323,Estimate
0792001,79,2001,820,-16,5,5,-16,0,Estimate
0812001,81,2001,13089,-93,201,100,-194,101,Estimate
0832001,83,2001,23873,21,305,242,-42,63,Estimate
0852001,85,2001,34442,863,469,314,708,155,Estimate
0872001,87,2001,27475,225,475,276,26,199,Estimate
0892001,89,2001,19900,-344,298,217,-425,81,Estimate
0912001,91,2001,3809,33,40,25,18,15,Estimate
0932001,93,2001,15172,444,168,55,331,113,Estimate
0952001,95,2001,4487,36,52,55,39,-3,Estimate
0972001,97,2001,16184,421,165,48,304,117,Estimate
0992001,99,2001,14109,-343,269,141,-471,128,Estimate
1012001,101,2001,143996,2142,2004,1393,1531,611,Estimate
1032001,103,2001,5880,-87,66,57,-96,9,Estimate
1052001,105,2001,12406,-23,178,132,-69,46,Estimate
1072001,107,2001,20436,314,204,81,191,123,Estimate
1092001,109,2001,6083,101,73,47,75,26,Estimate
1112001,111,2001,566,-8,5,3,-10,2,Estimate
1132001,113,2001,6900,286,65,15,236,50,Estimate
1152001,115,2001,2694,-48,33,37,-44,-4,Estimate
1172001,117,2001,26293,585,329,44,300,285,Estimate
1192001,119,2001,21738,671,211,83,543,128,Estimate
1212001,121,2001,4899,-43,48,43,-48,5,Estimate
1232001,123,2001,192482,9408,3245,1210,7373,2035,Estimate
1252001,125,2001,9831,16,144,114,-14,30,Estimate
0012002,1,2002,371181,11744,7269,2213,6688,5056,Estimate
0032002,3,2002,15266,35,227,116,-76,111,Estimate
0052002,5,2002,510503,8832,7553,2932,4211,4621,Estimate
0072002,7,2002,10700,235,126,58,167,68,Estimate
0092002,9,2002,4315,-132,40,64,-108,-24,Estimate
0112002,11,2002,6203,321,66,78,333,-12,Estimate
0132002,13,2002,284433,923,3575,1403,-1249,2172,Estimate
0142002,14,2002,42432,1045,677,116,484,561,Estimate
