ID,County,Year,Population,Change,Births,Deaths,Net Migration,Natural Increase,Datatype 
0312023,31,2023,767572.2416,12389.2341,9745.9388,4521.73902,7165.034324,5224.19978,Projection
0332023,33,2023,2097.283936,12.02427915,25.08553611,21.15366728,8.092410326,3.931868823,Projection
0352023,35,2023,370320.6174,6315.952484,4423.104382,2203.092489,4095.940591,2220.011893,Projection
0372023,37,2023,60348.32467,985.3905001,639.9494588,299.587001,645.0280423,340.3624579,Projection
0392023,39,2023,33820.28856,1232.089678,399.6797351,226.6849942,1059.094937,172.9947408,Projection
0412023,41,2023,770420.9201,11714.40715,10637.49847,4824.355326,5901.264009,5813.143145,Projection
0432023,43,2023,47997.5232,61.10326018,389.4636022,504.3030019,175.9426599,-114.8393997,Projection
0452023,45,2023,67917.67281,1260.614973,1028.308901,415.4696961,647.7757678,612.8392047,Projection
0472023,47,2023,6111.15086,18.83976278,43.02693229,45.21764972,21.03048022,-2.190717437,Projection
0492023,49,2023,17233.89398,295.6067612,142.4386219,132.566282,285.7344213,9.872339841,Projection
0512023,51,2023,17824.63351,222.2477685,151.7764291,98.45294793,168.9242873,53.32348119,Projection
0532023,53,2023,902.8687564,20.6799533,12.86587032,8.767710428,16.5817934,4.098159895,Projection
0552023,55,2023,6600.640803,-4.089285539,53.20442792,99.70951627,42.4158028,-46.50508834,Projection
0572023,57,2023,1322.511494,-3.012914558,14.99116612,15.1769695,-2.827111174,-0.185803384,Projection
0592023,59,2023,617024.5739,5813.460534,6722.517439,4944.207529,4035.150623,1778.30991,Projection
0612023,61,2023,1343.418735,-5.489180106,14.48057973,16.68133735,-3.288422484,-2.200757621,Projection
0632023,63,2023,7807.079289,38.03298991,124.7791684,72.54579942,-14.2003791,52.23336901,Projection
0652023,65,2023,7982.833069,71.07137138,94.14718022,45.79759484,22.721786,48.34958538,Projection
0672023,67,2023,64815.58374,1320.01365,639.3876961,483.8911522,1164.517106,155.496544,Projection
0692023,69,2023,382288.921,6521.987572,4065.90351,2779.045117,5235.129179,1286.858392,Projection
0712023,71,2023,14048.85455,-4.387736343,122.4698716,166.4937301,39.63612216,-44.0238585,Projection
0732023,73,2023,6081.019518,77.57601019,65.7239108,51.85767445,63.70977384,13.86623634,Projection
0752023,75,2023,23814.86668,240.7695017,235.7381503,207.1584293,212.1897806,28.57972103,Projection
0772023,77,2023,162069.0964,1885.57206,1747.5802,1490.375787,1628.367648,257.2044127,Projection
0792023,79,2023,794.2542773,10.28615954,7.387480041,9.548595066,12.44727457,-2.161115025,Projection
0812023,81,2023,13242.70485,16.12571717,199.569298,93.18658945,-90.25699137,106.3827085,Projection
0832023,83,2023,30805.86095,581.6772794,412.2444899,287.645788,457.0785775,124.5987019,Projection
0852023,85,2023,46067.9976,639.552345,510.0148552,509.0397574,638.5772472,0.975097844,Projection
0872023,87,2023,30145.96455,288.373148,483.0839492,257.1213732,62.41057196,225.9625761,Projection
0892023,89,2023,18290.65595,-49.06154031,172.021521,183.450645,-37.63241627,-11.42912403,Projection
0912023,91,2023,5154.11869,11.71984338,47.56023455,51.90833198,16.06794081,-4.348097424,Projection
0932023,93,2023,19447.91015,293.5854476,167.5233178,159.3920516,285.4541814,8.131266173,Projection
0952023,95,2023,4307.908673,7.268359264,62.83257428,49.32386491,-6.240350109,13.50870937,Projection
0972023,97,2023,19018.84063,147.5087086,172.4061261,150.9898764,126.0924589,21.41624966,Projection
0992023,99,2023,11962.13359,-3.983810201,148.1335037,100.7499195,-51.36739433,47.38358413,Projection
1012023,101,2023,177837.9246,1756.115295,1926.910551,1615.337022,1444.541766,311.5735293,Projection
1032023,103,2023,6589.269295,12.59173699,78.96333719,49.42988317,-16.94171703,29.53345402,Projection
1052023,105,2023,11418.80285,-11.59142981,124.4677139,113.1292054,-22.92993833,11.33850852,Projection
1072023,107,2023,27875.87676,511.0126505,289.9748285,171.8980176,392.9358396,118.0768109,Projection
1092023,109,2023,6661.469844,6.299912533,77.38960861,61.58495922,-9.504736859,15.80464939,Projection
1112023,111,2023,730.7938264,0.336027306,5.928489449,6.68611339,1.093651247,-0.757623941,Projection
1132023,113,2023,9845.200347,268.3546085,98.56771637,51.6051138,221.3920059,46.96260257,Projection
1152023,115,2023,2367.731999,1.497509429,23.48342436,29.94289961,7.956984679,-6.45947525,Projection
1172023,117,2023,34558.476,594.8590475,486.7129513,189.0528088,297.1989051,297.6601424,Projection
1192023,119,2023,27272.46458,381.3022406,287.6791542,238.4476487,332.0707351,49.23150548,Projection
1212023,121,2023,5001.295532,16.24502148,55.49901623,53.97181862,14.71782388,1.527197603,Projection
1232023,123,2023,371246.4634,11856.30819,5180.200496,2100.063284,8776.170976,3080.137212,Projection
1252023,125,2023,10450.01996,42.29363319,144.7232814,96.110245,-6.319403178,48.61303637,Projection
0012024,1,2024,588313.9662,11568.77891,8600.842377,3129.291055,6097.227587,5471.551322,Projection
0032024,3,2024,17706.88082,191.8070124,223.3618796,124.7739663,93.21909909,98.58791334,Projection
0052024,5,2024,717203.2413,10266.76628,9705.382658,4708.815585,5270.199202,4996.567074,Projection
0072024,7,2024,14965.57432,246.1194046,142.9828023,171.7249381,274.8615404,-28.74213578,Projection
0092024,9,2024,3404.440282,-24.55203844,31.3101418,44.99301832,-10.86916192,-13.68287652,Projection
0112024,11,2024,6009.529207,51.48033825,51.84253291,50.07720714,49.71501247,1.765325778,Projection
0132024,13,2024,352239.227,4241.323232,3445.698984,2485.536228,3281.160477,960.1627558,Projection
0142024,14,2024,85339.18894,2449.89762,1140.63383,541.5313633,1850.795153,599.1024667,Projection
0152024,15,2024,21410.92305,282.1346887,174.4738021,237.3230783,344.983965,-62.84927624,Projection
0172024,17,2024,1847.927236,0.046706887,28.12313027,17.98727881,-10.08914457,10.13585146,Projection
0192024,19,2024,9840.576329,47.74760947,85.26975969,86.97439684,49.45224662,-1.704637154,Projection
0212024,21,2024,8180.612829,26.06587017,118.328531,76.67394994,-15.58871093,41.65458109,Projection
0232024,23,2024,3785.412001,1.381733799,32.06071777,47.94584547,17.26686149,-15.8851277,Projection
0252024,25,2024,5677.499098,67.734122,54.1557356,35.76804494,49.34643134,18.38769066,Projection
0272024,27,2024,4853.283408,25.77434808,36.66896642,68.64141943,57.74680109,-31.97245301,Projection
0292024,29,2024,31822.45815,184.7219473,292.3477448,399.9844584,292.3586609,-107.6367135,Projection
0312024,31,2024,781112.8825,13540.64089,10051.56123,4599.108211,8088.18787,5452.453017,Projection
0332024,33,2024,2110.720317,13.43638108,26.60547439,21.02576139,7.856668078,5.579713003,Projection
0352024,35,2024,376618.4209,6297.803556,4556.890083,2284.097838,4025.011311,2272.792245,Projection
0372024,37,2024,61434.00752,1085.682842,660.6890909,312.1456201,737.1393716,348.5434708,Projection
0392024,39,2024,35160.90062,1340.612055,420.7438466,235.6622099,1155.530419,185.0816367,Projection
0412024,41,2024,782287.4998,11866.57974,10882.05029,4938.058146,5922.587591,5943.992146,Projection
0432024,43,2024,48053.19767,55.67446972,392.3628624,510.3429992,173.6546065,-117.9801368,Projection
0452024,45,2024,69172.66979,1254.996981,1038.020422,428.2729863,645.2495461,609.7474352,Projection
0472024,47,2024,6128.710569,17.55970874,44.05737788,46.36660958,19.86894043,-2.309231694,Projection
0492024,49,2024,17524.13993,290.2459576,143.7909075,137.8556521,284.3107023,5.935255335,Projection
0512024,51,2024,18041.42844,216.7949284,152.2498691,100.1833187,164.7283781,52.06655039,Projection
0532024,53,2024,924.2060231,21.33726671,13.7832146,8.822433103,16.37648521,4.960781496,Projection
0552024,55,2024,6596.552447,-4.088356091,54.5316202,100.8695446,42.24956833,-46.33792442,Projection
0572024,57,2024,1320.062996,-2.448498524,15.30589136,15.16285334,-2.591536539,0.143038015,Projection
0592024,59,2024,621758.482,4733.908018,6738.49394,5048.254676,3043.668754,1690.239264,Projection
0612024,61,2024,1337.258862,-6.159873419,13.76651198,16.48943186,-3.436953541,-2.722919878,Projection
0632024,63,2024,7848.836307,41.75701827,129.1130632,72.52188369,-14.83416123,56.59117949,Projection
0652024,65,2024,8056.586717,73.7536484,99.58731406,46.39520448,20.56153882,53.19210958,Projection
0672024,67,2024,66051.65548,1236.071735,662.0098628,499.1667868,1073.228659,162.843076,Projection
0692024,69,2024,388798.4617,6509.540709,4144.743654,2842.338373,5207.135428,1302.405281,Projection
0712024,71,2024,14040.67954,-8.175010306,121.4556154,168.6731011,39.04247541,-47.21748572,Projection
0732024,73,2024,6153.697122,72.67760411,66.56079151,51.67082056,57.78763316,14.88997095,Projection
0752024,75,2024,24051.76848,236.9017981,236.7375216,210.0018723,210.1661488,26.73564932,Projection
0772024,77,2024,164113.0376,2043.941245,1798.171864,1520.796199,1766.56558,277.3756648,Projection
0792024,79,2024,804.2635401,10.00926278,7.418476938,9.739632982,12.33041883,-2.321156044,Projection
0812024,81,2024,13258.67079,15.96594506,202.2417986,93.62256612,-92.6532874,108.6192325,Projection
0832024,83,2024,31396.57941,590.7184604,429.0597063,293.4055385,455.0642927,135.6541677,Projection
0852024,85,2024,46706.17511,638.1775103,530.1467884,520.4981293,628.5288513,9.648659056,Projection
0872024,87,2024,30436.32074,290.3561931,491.5172594,259.7663362,58.60526991,231.7509232,Projection
0892024,89,2024,18220.70184,-69.95410702,166.641093,183.4622379,-53.13296212,-16.8211449,Projection
0912024,91,2024,5164.362837,10.24414655,47.94618517,52.33600542,14.63396679,-4.389820245,Projection
0932024,93,2024,19736.40507,288.4949205,172.0474306,165.1485346,281.5960244,6.898896042,Projection
0952024,95,2024,4315.179283,7.270609635,61.9399912,48.61920189,-6.050179674,13.32078931,Projection
0972024,97,2024,19160.32827,141.4876364,174.9168827,154.6946988,121.2654524,20.22218395,Projection
0992024,99,2024,11953.23321,-8.900375285,145.3945003,101.1992661,-53.09560951,44.19523423,Projection
1012024,101,2024,179583.3323,1745.407669,1961.259996,1644.592863,1428.740536,316.6671332,Projection
1032024,103,2024,6601.425498,12.15620257,80.24322745,49.63136292,-18.45566196,30.61186452,Projection
1052024,105,2024,11405.07796,-13.72489567,124.3238606,113.5758547,-24.47290154,10.74800587,Projection
1072024,107,2024,28484.90233,609.0255745,296.9276552,176.0908758,488.1887951,120.8367794,Projection
1092024,109,2024,6665.360771,3.890927033,77.36935996,62.76831102,-10.71012191,14.60104894,Projection
1112024,111,2024,731.1701766,0.376350197,6.143168778,6.783411902,1.016593321,-0.640243124,Projection
1132024,113,2024,10116.7947,271.5943504,102.1840911,53.30197791,222.7122371,48.88211323,Projection
1152024,115,2024,2364.583984,-3.148014509,23.14784535,29.71135318,3.415493322,-6.563507831,Projection
1172024,117,2024,35249.31103,690.8350308,490.0539786,195.1630887,395.9441409,294.8908899,Projection
1192024,119,2024,27648.50711,376.0425313,292.1410038,245.5101322,329.4116597,46.63087163,Projection
1212024,121,2024,5016.673928,15.3783962,54.26463814,53.66604362,14.77980169,0.598594518,Projection
1232024,123,2024,383551.0445,12304.5811,5372.507822,2168.582295,9100.655568,3203.925527,Projection
1252024,125,2024,10493.8993,43.87934736,145.8049272,96.17947333,-5.746106509,49.62545387,Projection
0012025,1,2025,599960.6969,11646.73067,8754.47908,3211.814523,6104.066115,5542.664558,Projection
0032025,3,2025,17899.49201,192.6111938,230.9026293,127.5297692,89.2383338,103.37286,Projection
0052025,5,2025,727519.7193,10316.478,9874.595119,4818.670568,5260.553445,5055.924552,Projection
0072025,7,2025,15207.26872,241.6944014,146.2622769,177.9810416,273.4131661,-31.71876467,Projection
0092025,9,2025,3379.816467,-24.62381537,30.72138951,44.35074528,-10.9944596,-13.62935577,Projection
0112025,11,2025,6061.542002,52.01279466,52.73067546,50.31364192,49.59576112,2.417033538,Projection
0132025,13,2025,356509.5544,4270.327437,3550.941395,2548.898131,3268.284174,1002.043264,Projection
0142025,14,2025,87798.51582,2459.326886,1165.418904,557.7607409,1851.668723,607.6581631,Projection
0152025,15,2025,21690.54321,279.620161,179.0179607,241.8372354,342.4394357,-62.81927472,Projection
0172025,17,2025,1848.400484,0.473247634,28.67117561,17.90764939,-10.29027859,10.76352623,Projection
0192025,19,2025,9886.409945,45.83361689,86.23320142,88.53261266,48.13302813,-2.299411239,Projection
0212025,21,2025,8209.664385,29.05155626,122.0611133,77.01161423,-15.99794283,45.04949908,Projection
0232025,23,2025,3786.656506,1.244505061,32.13072369,48.24627994,17.36006131,-16.11555625,Projection
0252025,25,2025,5747.842706,70.34360752,57.45506416,35.98194184,48.87048521,21.47312231,Projection
0272025,27,2025,4879.730432,26.44702353,38.99489015,70.47615036,57.92828374,-31.48126021,Projection
0292025,29,2025,32000.66345,178.2052968,293.8275013,408.1011786,292.4789742,-114.2736774,Projection
0312025,31,2025,795853.4704,14740.58785,10366.89075,4683.662212,9057.359316,5683.228538,Projection
0332025,33,2025,2125.584472,14.86415539,28.14306211,20.88238979,7.603483072,7.260672321,Projection
0352025,35,2025,382923.3727,6304.951817,4680.910462,2368.128998,3992.170353,2312.781464,Projection
0372025,37,2025,62627.77053,1193.76301,684.2749083,325.2740231,834.762125,359.0008852,Projection
0392025,39,2025,36505.61269,1344.712076,446.6273065,244.7528524,1142.837622,201.8744541,Projection
0412025,41,2025,794305.7755,12018.27569,11124.15171,5055.543088,5949.66707,6068.608622,Projection
0432025,43,2025,48104.55671,51.359045,396.8941581,516.5696364,171.0345233,-119.6754783,Projection
0452025,45,2025,70421.07148,1248.40169,1049.845689,441.5565417,640.1125427,608.2891474,Projection
0472025,47,2025,6145.361775,16.65120555,45.08765575,47.52585818,19.08940798,-2.438202429,Projection
0492025,49,2025,17809.32365,285.1837122,145.3661216,143.2360209,283.0536115,2.13010069,Projection
0512025,51,2025,18254.58922,213.1607782,152.6917388,102.0569655,162.5260049,50.63477331,Projection
0532025,53,2025,946.3107565,22.10473336,14.69013531,8.84443562,16.25903367,5.84569969,Projection
0552025,55,2025,6592.707897,-3.84454962,55.76634576,102.0225592,42.41166385,-46.25621347,Projection
0572025,57,2025,1317.904734,-2.158261496,15.62878502,15.13994061,-2.647105909,0.488844412,Projection
0592025,59,2025,626406.5963,4648.114295,6749.143872,5157.063501,3056.033924,1592.080372,Projection
0612025,61,2025,1330.80208,-6.456781664,13.09537932,16.3625171,-3.189643878,-3.267137786,Projection
0632025,63,2025,7894.351168,45.51486011,133.4716712,72.42112663,-15.53568448,61.05054458,Projection
0652025,65,2025,8133.195955,76.6092372,105.190291,46.93457644,18.35352262,58.25571458,Projection
0672025,67,2025,67281.99827,1230.342797,685.7651274,515.3767962,1059.954466,170.3883312,Projection
0692025,69,2025,395294.0907,6495.629036,4220.746797,2909.019715,5183.901955,1311.727082,Projection
0712025,71,2025,14029.53472,-11.14482021,120.6895479,170.8844587,39.05009058,-50.19491079,Projection
0732025,73,2025,6231.71077,78.01364823,67.6077406,51.44590078,61.85180841,16.16183982,Projection
0752025,75,2025,24286.16646,234.3979824,238.2763924,212.7650136,208.8866035,25.51137885,Projection
0772025,77,2025,166472.8913,2359.853623,1854.450143,1553.912894,2059.316375,300.5372483,Projection
0792025,79,2025,813.9521378,9.688597685,7.438687293,9.894879012,12.1447894,-2.456191719,Projection
0812025,81,2025,13276.08653,17.41573788,205.544571,94.04347651,-94.0853566,111.5010945,Projection
0832025,83,2025,31994.55806,597.9786495,446.0892928,299.3837552,451.2731119,146.7055377,Projection
0852025,85,2025,47649.08679,942.9116808,553.920278,533.929147,922.9205498,19.99113105,Projection
0872025,87,2025,30732.70345,296.3827147,501.6598617,262.3766938,57.09954679,239.2831679,Projection
0892025,89,2025,18131.41102,-89.2908276,162.0401421,183.3901582,-67.94081151,-21.35001608,Projection
0912025,91,2025,5168.534749,4.171912227,48.41652344,52.76842232,8.523811106,-4.35189888,Projection
0932025,93,2025,20020.64822,284.2431466,177.5895542,171.0594491,277.7130414,6.530105105,Projection
0952025,95,2025,4322.645305,7.466021932,61.01548063,47.9952501,-5.554208597,13.02023053,Projection
0972025,97,2025,19297.25718,136.9289082,178.3476657,158.4961327,117.0773752,19.85153302,Projection
0992025,99,2025,11940.96462,-12.2685893,143.3885394,101.6973632,-53.95976555,41.69117625,Projection
1012025,101,2025,181329.2136,1745.881257,1999.88836,1674.663927,1420.656824,325.224433,Projection
1032025,103,2025,6628.375293,26.94979555,81.71529717,49.8447771,-4.920724531,31.87052008,Projection
1052025,105,2025,11411.21415,6.136187865,124.2934917,114.1879312,-3.969372619,10.10556048,Projection
1072025,107,2025,29190.15704,705.2547137,304.493235,180.5250463,581.286525,123.9681887,Projection
1092025,109,2025,6667.93202,2.571249288,77.72023702,63.92054849,-11.22843924,13.79968853,Projection
1112025,111,2025,737.754822,6.58464547,6.288700761,6.895878241,7.19182295,-0.60717748,Projection
1132025,113,2025,10391.16333,274.3686318,105.8707555,55.00237363,223.5002499,50.86838189,Projection
1152025,115,2025,2363.013749,-1.570235177,22.83614331,29.49306699,5.086688505,-6.656923682,Projection
1172025,117,2025,35983.33606,734.0250347,493.3855483,201.3600023,441.9994887,292.025546,Projection
1192025,119,2025,27970.20806,321.7009545,294.5030839,252.4383707,279.6362413,42.06471316,Projection
1212025,121,2025,5031.389845,14.71591701,52.99520173,53.4315139,15.15222918,-0.436312169,Projection
1232025,123,2025,395971.6266,12420.5821,5569.065467,2239.649386,9091.166023,3329.416081,Projection
1252025,125,2025,10534.92904,41.02973682,147.4270471,96.20357197,-10.19373836,51.22347518,Projection
0012026,1,2026,611671.7206,11711.02367,8896.175011,3296.026739,6110.875393,5600.148272,Projection
0032026,3,2026,18096.41519,196.9231764,236.4412334,130.5276476,91.0095906,105.9135858,Projection
0052026,5,2026,737882.2873,10362.56801,9997.071951,4932.770924,5298.266986,5064.301027,Projection
0072026,7,2026,15468.52396,261.2552353,149.5692442,184.4968447,296.1828358,-34.92760054,Projection
0092026,9,2026,3355.183846,-24.63262029,30.717428,43.69516733,-11.65488096,-12.97773933,Projection
0112026,11,2026,6101.89102,40.34901793,52.986227,50.46788394,37.83067487,2.518343054,Projection
0132026,13,2026,360809.3373,4299.782902,3637.604407,2615.187358,3277.365853,1022.417049,Projection
0142026,14,2026,90264.98743,2466.471601,1195.99698,573.8268411,1844.301463,622.170139,Projection
0152026,15,2026,21968.36464,277.8214272,183.271563,246.3448264,340.8946906,-63.0732634,Projection
0172026,17,2026,1849.306624,0.906140463,28.92891477,17.89853668,-10.12423763,11.03037809,Projection
0192026,19,2026,9956.23782,69.82787479,88.9781244,90.04663274,70.89638314,-1.068508347,Projection
0212026,21,2026,8242.129626,32.46524092,122.7900462,77.29347922,-13.0313261,45.49656702,Projection
0232026,23,2026,3787.906145,1.249638627,32.30229241,48.54899187,17.49633808,-16.24669946,Projection
0252026,25,2026,5822.938256,75.09554972,58.23152979,36.20942485,53.07344478,22.02210494,Projection
0272026,27,2026,4911.737261,32.00682934,39.70608259,72.32354637,64.62429311,-32.61746378,Projection
0292026,29,2026,32172.94976,172.2863075,295.4463891,416.0289236,292.8688419,-120.5825344,Projection
0312026,31,2026,810700.3944,14846.92402,10500.06822,4773.927121,9120.782918,5726.141101,Projection
0332026,33,2026,2140.073953,14.48948111,28.78586333,20.76927195,6.472889736,8.016591378,Projection
0352026,35,2026,389236.4178,6313.045047,4787.499991,2454.12769,3979.672746,2333.372302,Projection
0372026,37,2026,63934.63462,1306.864091,709.839763,338.8502441,935.8745717,370.989519,Projection
0392026,39,2026,38159.19559,1653.582899,462.7404818,254.6455523,1445.48797,208.0949295,Projection
0412026,41,2026,806437.0313,12131.25579,11255.65823,5175.857119,6051.454683,6079.80111,Projection
0432026,43,2026,48231.67418,127.1174628,401.0041772,523.0714905,249.1847761,-122.0673133,Projection
0452026,45,2026,71714.39209,1293.320606,1070.498117,455.4719326,678.2944216,615.0261842,Projection
0472026,47,2026,6151.724814,6.363039025,46.37058645,48.68494017,8.67739274,-2.314353715,Projection
0492026,49,2026,18088.87669,279.5530398,148.7167977,148.7483307,279.5845728,-0.031532978,Projection
0512026,51,2026,18463.44224,208.8530201,155.3674754,103.9216719,157.4072166,51.44580348,Projection
0532026,53,2026,969.1663827,22.85562622,15.2751248,8.874661649,16.45516306,6.400463154,Projection
0552026,55,2026,6589.045144,-3.662752778,55.41028664,103.172888,44.09984859,-47.76260137,Projection
0572026,57,2026,1316.232361,-1.672373652,15.92531914,15.08309468,-2.514598112,0.84222446,Projection
0592026,59,2026,630960.7926,4554.196378,6737.854139,5270.145838,3086.488076,1467.708301,Projection
0612026,61,2026,1324.035531,-6.766549515,13.06824653,16.27945931,-3.555336728,-3.211212787,Projection
0632026,63,2026,7943.943496,49.59232862,134.3812302,72.48498882,-12.30391274,61.89624136,Projection
0652026,65,2026,8212.657537,79.46158249,107.3411718,47.54493451,19.66534515,59.79623733,Projection
0672026,67,2026,68505.34787,1223.3496,706.2174352,532.0589053,1049.19107,174.1585299,Projection
0692026,69,2026,401777.3503,6483.259623,4279.918628,2978.771213,5182.112207,1301.147416,Projection
0712026,71,2026,14015.8556,-13.67912488,119.7982093,173.2040318,39.72669764,-53.40582252,Projection
0732026,73,2026,6319.969989,88.25921908,68.65399037,51.29861275,70.90384146,17.35537762,Projection
0752026,75,2026,24519.59465,233.4281893,239.4505851,215.7826091,209.7602133,23.66797598,Projection
0772026,77,2026,169052.4149,2579.523613,1893.235998,1589.309372,2275.596988,303.9266254,Projection
0792026,79,2026,823.3856208,9.433482978,7.740699505,10.05178155,11.74456502,-2.311082046,Projection
0812026,81,2026,13296.27958,20.19305029,206.4807927,94.55265182,-91.73509061,111.9281409,Projection
0832026,83,2026,32601.76444,607.206373,456.077871,305.6299486,456.7584505,150.4479225,Projection
0852026,85,2026,48796.90048,1147.813688,570.8606387,549.107843,1126.060892,21.75279565,Projection
0872026,87,2026,31061.91492,329.2114666,507.7852666,265.1744991,86.60069914,242.6107675,Projection
0892026,89,2026,18035.06269,-96.34832537,160.715101,183.2460711,-73.81735535,-22.53097002,Projection
0912026,91,2026,5179.661437,11.12668823,48.82081857,53.18338116,15.48925082,-4.36256259,Projection
0932026,93,2026,20351.98116,331.3329366,183.9220217,177.139942,324.5508569,6.782079745,Projection
0952026,95,2026,4330.201219,7.55591458,61.09445086,47.38768216,-6.150854112,13.70676869,Projection
0972026,97,2026,19482.45977,185.2025926,184.0991485,162.3149005,163.4183446,21.78424801,Projection
0992026,99,2026,11926.20545,-14.75917565,143.2842484,102.2487485,-55.79467562,41.03549998,Projection
1012026,101,2026,183180.3298,1851.116253,2028.246548,1706.257394,1529.127099,321.9891542,Projection
1032026,103,2026,6655.72798,27.35268701,82.12297248,50.03396664,-4.73631882,32.08900583,Projection
1052026,105,2026,11416.674,5.459849136,124.8794911,114.666197,-4.753444886,10.21329402,Projection
1072026,107,2026,29932.35206,742.1950172,316.2730169,185.145702,611.0677023,131.1273149,Projection
1092026,109,2026,6669.757745,1.825725081,78.00472341,65.05249617,-11.12650216,12.95222724,Projection
1112026,111,2026,740.3921493,2.637327286,6.26641735,6.964688687,3.335598623,-0.698271337,Projection
1132026,113,2026,10663.7386,272.575269,109.209882,56.71660158,220.0819887,52.49328037,Projection
1152026,115,2026,2360.568365,-2.445383664,22.89544972,29.23726316,3.896429781,-6.341813445,Projection
1172026,117,2026,36758.63197,775.2959046,499.2763102,207.5382278,483.5578222,291.7380824,Projection
1192026,119,2026,28235.13672,264.9286614,295.5089773,259.1826238,228.6023079,36.32635346,Projection
1212026,121,2026,5045.392112,14.0022668,52.71792258,53.18630333,14.47064755,-0.468380747,Projection
1232026,123,2026,408513.0018,12541.3752,5762.958043,2312.589848,9091.007,3450.368195,Projection
1252026,125,2026,10574.1921,39.26305773,148.4703772,96.26488125,-12.94243818,52.20549591,Projection
0012027,1,2027,623433.6924,11761.97187,9025.011081,3383.672736,6120.633523,5641.338344,Projection
0032027,3,2027,18294.60128,198.1860895,241.6019532,133.6194516,90.20358795,107.9825015,Projection
0052027,5,2027,748246.3082,10364.02088,10112.51385,5052.177172,5303.684199,5060.336681,Projection
0072027,7,2027,15772.42245,303.8984894,153.7258131,191.3783023,341.5509787,-37.65248925,Projection
0092027,9,2027,3331.113175,-24.07067172,30.69697988,43.14757773,-11.62007387,-12.45059785,Projection
0112027,11,2027,6138.381433,36.49041279,52.87551068,50.60047097,34.21537307,2.275039718,Projection
0132027,13,2027,365120.6795,4311.342136,3710.196312,2684.375124,3285.520949,1025.821188,Projection
0142027,14,2027,92746.27299,2481.285563,1224.044019,590.1328806,1847.374424,633.9111384,Projection
0152027,15,2027,22294.36359,325.9989505,185.9311029,251.1165271,391.1843747,-65.18542424,Projection
0172027,17,2027,1850.260183,0.953558866,29.22571879,17.85384882,-10.41831111,11.37186997,Projection
0192027,19,2027,10036.96982,80.73200399,91.72983069,91.64134021,80.6435135,0.088490485,Projection
0212027,21,2027,8274.814581,32.68495529,123.1895564,77.71997384,-12.78462726,45.46958255,Projection
0232027,23,2027,3789.375809,1.469664143,32.59763551,48.86242268,17.73445132,-16.26478718,Projection
0252027,25,2027,5898.26624,75.32798456,59.05723193,36.48088779,52.75164042,22.57634414,Projection
0272027,27,2027,4947.698401,35.96113979,40.35666019,74.1152688,69.7197484,-33.75860861,Projection
0292027,29,2027,32339.70135,166.7515979,298.6147279,424.0183045,292.1551746,-125.4035766,Projection
0312027,31,2027,825404.621,14704.22665,10603.35927,4871.126909,8971.994288,5732.23236,Projection
0332027,33,2027,2152.107749,12.03379598,29.28686706,20.6335191,3.380448023,8.653347956,Projection
0352027,35,2027,395444.4129,6207.995067,4870.834498,2543.075335,3880.235904,2327.759163,Projection
0372027,37,2027,65345.96266,1411.328045,737.0648924,352.9574553,1027.220608,384.1074371,Projection
0392027,39,2027,39606.09838,1446.90279,476.8461923,264.3595934,1234.416191,212.4865989,Projection
0412027,41,2027,818605.4863,12168.45501,11377.21148,5300.201816,6091.445347,6077.009659,Projection
0432027,43,2027,48435.51174,203.8375601,405.7952078,529.6675671,327.7099194,-123.8723593,Projection
0452027,45,2027,73064.17295,1349.780864,1092.271611,470.2626641,727.7719181,622.0089464,Projection
0472027,47,2027,6157.593275,5.868461141,47.69513319,49.86905933,8.04238729,-2.173926149,Projection
0492027,49,2027,18364.55582,275.6791375,153.0090281,154.4388255,277.1089349,-1.429797417,Projection
0512027,51,2027,18670.4189,206.9766605,158.2528516,105.7835189,154.5073278,52.46933264,Projection
0532027,53,2027,992.726861,23.56047827,15.81427475,8.915029584,16.66123311,6.899245165,Projection
0552027,55,2027,6584.006117,-5.039027613,55.04799602,104.3540513,44.26702766,-49.30605527,Projection
0572027,57,2027,1315.267557,-0.964803882,16.21328114,15.05172004,-2.126364986,1.161561104,Projection
0592027,59,2027,635399.9276,4439.134916,6722.045491,5389.12857,3106.217996,1332.91692,Projection
0612027,61,2027,1317.464482,-6.571048992,13.01710508,16.16785978,-3.420294295,-3.150754697,Projection
0632027,63,2027,7999.088821,55.14532451,135.2202596,72.58739704,-7.48753802,62.63286253,Projection
0652027,65,2027,8292.691744,80.03420689,109.4386367,48.16189222,18.75746243,61.27674446,Projection
0672027,67,2027,69727.28333,1221.935455,726.2895996,549.5128292,1045.158685,176.7767704,Projection
0692027,69,2027,408161.8898,6384.539418,4332.706417,3051.603012,5103.436014,1281.103404,Projection
0712027,71,2027,13999.6196,-16.23600202,119.041799,175.6046779,40.32687694,-56.56287897,Projection
0732027,73,2027,6412.342215,92.37222598,69.39742908,51.20649662,74.18129352,18.19093246,Projection
0752027,75,2027,24751.50336,231.9087052,240.7340444,219.2029872,210.377648,21.53105717,Projection
0772027,77,2027,171836.0593,2783.644395,1935.124589,1627.322258,2475.842064,307.8023307,Projection
0792027,79,2027,832.8956558,9.510035002,7.912851163,10.22819031,11.82537415,-2.315339147,Projection
0812027,81,2027,13317.49103,21.21145459,207.2758289,95.11167027,-90.95270404,112.1641586,Projection
